ID;Customer_ID;Month;Name;Age;SSN;Occupation;Annual_Income;Monthly_Inhand_Salary;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;Num_of_Loan;Type_of_Loan;Delay_from_due_date;Num_of_Delayed_Payment;Changed_Credit_Limit;Num_Credit_Inquiries;Credit_Mix;Outstanding_Debt;Credit_Utilization_Ratio;Credit_History_Age;Payment_of_Min_Amount;Total_EMI_per_month;Amount_invested_monthly;Payment_Behaviour;Monthly_Balance;Credit_Score
0x19ed0;CUS_0x1764;November;Ross Kerberf;26;807-84-4440;Engineer;33574,44;2864,87;7;7;16;4;Mortgage Loan, Personal Loan, Credit-Builder Loan, and Auto Loan;9;17;10,05;4;Standard;79,95;30,48864829;25 Years and 1 Months;No;228,8852453;117,6819744;Low_spent_Large_value_payments;329,1238541;
0x19ed1;CUS_0x1764;December;Ross Kerberf;25;807-84-4440;Engineer;33574,44;2864,87;7;7;16;4;Mortgage Loan, Personal Loan, Credit-Builder Loan, and Auto Loan;10;17;10,05;0;Standard;79,95;24,41102328;25 Years and 2 Months;No;80446;73,83236344;High_spent_Medium_value_payments;352,973465;
0x19eda;CUS_0x1971;September;Jonathanl;34;359-13-5762;Manager;34798,82;3019,901667;7;10;20;9;Home Equity Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan;40;18;19,74;16;Bad;2801,86;34,60064785;12 Years and 6 Months;Yes;257,245832;146,8306421;High_spent_Small_value_payments;157,9136925;
0x19edb;CUS_0x1971;October;Jonathanl;34;359-13-5762;Manager;34798,82;3019,901667;7;10;20;9;Home Equity Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan;40;18;19,74;16;Bad;2801,86;35,97484737;12 Years and 6 Months;Yes;257,245832;130,2126622;Low_spent_Small_value_payments;204,5316725;
0x19edc;CUS_0x1971;November;Jonathanl;34;359-13-5762;Manager;34798,82;3019,901667;7;10;20;9;Home Equity Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan;37;18;19,74;16;Bad;2801,86;34,53151841;12 Years and 7 Months;Yes;257,245832;49,83228872;High_spent_Medium_value_payments;244,912046;
0x19edd;CUS_0x1971;December;Jonathanl;33;359-13-5762;Manager;34798,82;3019,901667;7;877;20;9;Home Equity Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan;40;18;19,74;11;Bad;2801,86;29,91855711;12 Years and 8 Months;Yes;257,245832;38,83009696;High_spent_Medium_value_payments;255,9142377;
0x19ee6;CUS_0x4f07;September;Jeremy Gauntw;21;435-68-3780;Lawyer;26460,7;2295,058333;6;6;10;4;Student Loan, Payday Loan, Personal Loan, and Home Equity Loan;11;18;16,21;5;Standard;1378,46;33,19756265;31 Years and 1 Months;Yes;49,03625747;41,58076295;High_spent_Medium_value_payments;388,8888129;
0x19ee7;CUS_0x4f07;October;Jeremy Gauntw;21;435-68-3780;Lawyer;26460,7;2295,058333;6;6;10;4;Student Loan, Payday Loan, Personal Loan, and Home Equity Loan;19;20;16,21;5;Standard;1378,46;32,68272605;31 Years and 2 Months;Yes;49,03625747;117,8362189;High_spent_Small_value_payments;322,6333569;
0x19ee8;CUS_0x4f07;November;Jeremy Gauntw;21;435-68-3780;Lawyer;26460,7;2295,058333;6;6;10;-100;Student Loan, Payday Loan, Personal Loan, and Home Equity Loan;17;20;16,21;5;Standard;1378,46;40,13784733;31 Years and 3 Months;Yes;49,03625747;65,59685198;High_spent_Medium_value_payments;364,8727239;
0x19ee9;CUS_0x4f07;December;Jeremy Gauntw;20;435-68-3780;Lawyer;26460,7;0;6;6;10;4;Student Loan, Payday Loan, Personal Loan, and Home Equity Loan;21;20;16,21;4;Standard;1378,46;34,42203494;31 Years and 4 Months;Yes;49,03625747;175,639678;Low_spent_Small_value_payments;294,8298979;
0x19ef2;CUS_0x6acc;September;Winfreyf;49;492-06-5392;Journalist;28975,42;0;4;5;13;1;Debt Consolidation Loan;13;11;2,86;7;Standard;675,8;23,51627312;23 Years and 9 Months;No;19,30059125;157,2657294;Low_spent_Large_value_payments;332,5955127;
0x19ef3;CUS_0x6acc;October;Winfreyf;49;492-06-5392;Journalist;28975,42;2391,618333;4;5;13;1;Debt Consolidation Loan;13;11;0,86;7;Standard;675,8;25,52937769;23 Years and 10 Months;No;19,30059125;45,98240312;High_spent_Medium_value_payments;423,878839;
0x19ef4;CUS_0x6acc;November;Winfreyf;49;492-06-5392;Journalist;28975,42;2391,618333;4;5;13;1;Debt Consolidation Loan;8;11;-3,14;7;Standard;675,8;34,50395294;23 Years and 11 Months;No;19,30059125;;Low_spent_Small_value_payments;282,9778456;
0x19ef5;CUS_0x6acc;December;Winfreyf;48;492-06-5392;Journalist;28975,42;2391,618333;4;5;13;1;Debt Consolidation Loan;13;11;4,86;2;Standard;675,8;29,72013481;24 Years and 0 Months;No;19,30059125;49,20870053;High_spent_Large_value_payments;410,6525416;
0x19efe;CUS_0x5f02;September;Lynni;31;284-27-3237;Teacher;49405,92;4019,16;7;6;8;0;;30;7;10,51;7;Standard;1123,87;40,9300331;25 Years and 6 Months;Yes;0;47,57220528;High_spent_Medium_value_payments;604,3437947;
0x19eff;CUS_0x5f02;October;Lynni;31;284-27-3237;Teacher;49405,92;4019,16;7;6;8;0;;31;9;10,51;7;Standard;1123,87;30,6203408;25 Years and 7 Months;Yes;0;88,17815811;High_spent_Large_value_payments;553,7378419;
0x19f00;CUS_0x5f02;November;Lynni;32;284-27-3237;Teacher;49405,92;4019,16;7;6;8;0;;30;9;13,51;7;Standard;1123,87;38,80842553;25 Years and 9 Months;Yes;0;218,5240232;Low_spent_Medium_value_payments;473,3919768;
0x19f01;CUS_0x5f02;December;Lynni;31;284-27-3237;Teacher;49405,92;4019,16;7;6;8;0;;30;1301;10,51;2;Standard;1123,87;33,54173211;25 Years and 9 Months;Yes;0;303,9822777;Low_spent_Medium_value_payments;377,9337223;
0x19f0a;CUS_0xbab8;September;Bernie Woodallc;48;624-51-5781;Musician;175972;14771,33333;3;4;3;2;Personal Loan, and Payday Loan;2;4;8,01;3;Good;171,93;34,55672206;24 Years and 5 Months;No;285,6316023;507,5735827;Low_spent_Medium_value_payments;963,9281483;
0x19f0b;CUS_0xbab8;October;Bernie Woodallc;48;624-51-5781;Musician;175972;14771,33333;2;3;3;2;Personal Loan, and Payday Loan;2;6;8,01;8;Good;171,93;37,27353971;24 Years and 6 Months;No;285,6316023;;Low_spent_Medium_value_payments;11,47014995;
0x19f0c;CUS_0xbab8;November;Bernie Woodallc;48;624-51-5781;Musician;175972;14771,33333;2;3;3;2;Personal Loan, and Payday Loan;2;2;8,01;8;Good;171,93;43,95840507;24 Years and 7 Months;No;285,6316023;126,4711529;High_spent_Large_value_payments;1305,030578;
0x19f0d;CUS_0xbab8;December;Bernie Woodallc;47;624-51-5781;Musician;175972;14771,33333;2;3;3;2;Personal Loan, and Payday Loan;2;6;8,01;3;Good;171,93;38,5216446;24 Years and 8 Months;No;285,6316023;1024,666695;Low_spent_Medium_value_payments;446,8350357;
0x19f16;CUS_0x2fb1;September;Anahi Ramaq;24;620-09-6549;Journalist;105151,32;0;6;3;11;0;;20;15;8,78;9;Standard;689,43;31,50955179;31 Years and 6 Months;Yes;0;492,1568352;High_spent_Small_value_payments;654,0041648;
0x19f17;CUS_0x2fb1;October;Anahi Ramaq;24;620-09-6549;Journalist;105151,32;8861,61;6;3;11;0;;20;12;8,78;9;Standard;689,43;40,68657105;31 Years and 7 Months;Yes;0;;Low_spent_Medium_value_payments;706,0842544;
0x19f18;CUS_0x2fb1;November;Anahi Ramaq;24;620-09-6549;Journalist;105151,32;8861,61;6;3;11;0;;15;12;8,78;9;Standard;689,43;27,63009579;31 Years and 8 Months;Yes;0;225,3670899;High_spent_Large_value_payments;900,7939101;
0x19f19;CUS_0x2fb1;December;Anahi Ramaq;23;620-09-6549;Journalist;105151,32;8861,61;6;3;11;0;;20;15;8,78;5;Standard;689,43;39,10560377;30 Years and 10 Months;Yes;0;;!@9#%8;908,975334;
0x19f22;CUS_0x9d09;September;Anooja Debnatha;34;976-59-9978;Architect;29902,72;2676,893333;4;7;8;2;Not Specified, and Not Specified;21;12;_;5;Standard;1044,88;25,38269691;32 Years and 7 Months;Yes;43,67250296;114,2403208;Low_spent_Medium_value_payments;379,7765096;
0x19f23;CUS_0x9d09;October;Anooja Debnatha;6809;976-59-9978;Architect;29902,72;2676,893333;4;7;8;-100;Not Specified, and Not Specified;21;13;17,84;5;Standard;1044,88;33,03145039;32 Years and 8 Months;Yes;17351;192,3740379;Low_spent_Medium_value_payments;311,6427925;
0x19f24;CUS_0x9d09;November;Anooja Debnatha;35;976-59-9978;Architect;29902,72;2676,893333;4;7;8;2;Not Specified, and Not Specified;21;13;14,84;5;Standard;1044,88;34,7295274;32 Years and 9 Months;Yes;43,67250296;167,9603945;Low_spent_Medium_value_payments;336,0564359;
0x19f25;CUS_0x9d09;December;Anooja Debnatha;34;976-59-9978;Architect;29902,72;2676,893333;4;7;8;2;Not Specified, and Not Specified;21;12;17,84;4;Standard;1044,88;22,66476031;32 Years and 10 Months;Yes;43,67250296;342,4214656;Low_spent_Small_value_payments;171,5953648;
0x19f2e;CUS_0x905;September;Ryanz;42;491-80-3802;Scientist;99573,12;8240,76;5;4;483;3;Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan;15;14;11,94;0;Standard;327,22;35,22675003;26 Years and 6 Months;No;78597;147,4858734;High_spent_Large_value_payments;720,374096;
0x19f2f;CUS_0x905;October;Ryanz;42;491-80-3802;Scientist;99573,12;8240,76;5;4;13;3;Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan;15;14;8,94;0;Standard;327,22;24,11708007;26 Years and 7 Months;No;196,2160307;513,1809274;Low_spent_Small_value_payments;404,6790419;
0x19f30;CUS_0x905;November;Ryanz;42;491-80-3802;Scientist;99573,12;8240,76;5;4;13;3;Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan;15;13;8,94;0;Standard;327,22;33,94318885;26 Years and 8 Months;No;196,2160307;123,8779453;High_spent_Large_value_payments;743,982024;
0x19f31;CUS_0x905;December;Ryanz;41;491-80-3802;Scientist;99573,12;8240,76;5;4;13;3;Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan;15;16;14,94;0;Standard;327,22;36,72285388;25 Years and 11 Months;No;196,2160307;695,3983631;Low_spent_Small_value_payments;222,4616062;
0x19f3a;CUS_0x716c;September;Rodrigo Camposj;27;612-66-0281;Writer;39453,74;3254,811667;5;1;6;1;Personal Loan;4;2;0,8;6;_;1432,03;29,05487861;29 Years and 6 Months;No;26,00876254;64,39555673;High_spent_Medium_value_payments;485,0768474;
0x19f3b;CUS_0x716c;October;Rodrigo Camposj;28;612-66-0281;Writer;39453,74;0;5;1;6;-100;Personal Loan;4;5;5,8;6;Good;1432,03;29,50701821;29 Years and 7 Months;No;26,00876254;172,2419419;High_spent_Small_value_payments;387,2304622;
0x19f3c;CUS_0x716c;November;Rodrigo Camposj;28;612-66-0281;Writer;39453,74;3254,811667;5;1;6;1;Personal Loan;4;2;3,8;6;Good;1432,03;25,38303317;29 Years and 8 Months;No;26,00876254;163,0634825;Low_spent_Small_value_payments;426,4089216;
0x19f3d;CUS_0x716c;December;Rodrigo Camposj;27;612-66-0281;Writer;39453,74;3254,811667;5;1;6;1;Personal Loan;4;0;0,8;4;Good;1432,03;30,1832671;29 Years and 9 Months;No;26,00876254;371,1404062;Low_spent_Small_value_payments;218,331998;
0x19f46;CUS_0x4ee5;September;Erik Kirschbaumw;32;009-33-0735;Lawyer;75988,68;6419,39;0;3;9;4;Personal Loan, Auto Loan, Personal Loan, and Student Loan;14;3;11,26;3;Good;1241,25;36,59477409;33 Years and 5 Months;No;162,1990831;264,8735441;Low_spent_Small_value_payments;504,8663728;
0x19f47;CUS_0x4ee5;October;Erik Kirschbaumw;32;009-33-0735;Lawyer;75988,68;6419,39;0;3;9;4;Personal Loan, Auto Loan, Personal Loan, and Student Loan;14;3;11,26;3;Good;1241,25;26,63791193;33 Years and 6 Months;No;162,1990831;395,7071672;Low_spent_Medium_value_payments;364,0327497;
0x19f48;CUS_0x4ee5;November;Erik Kirschbaumw;32;009-33-0735;Lawyer;75988,68;6419,39;0;3;9;4;Personal Loan, Auto Loan, Personal Loan, and Student Loan;9;3;11,26;3;Good;1241,25;35,47020824;33 Years and 7 Months;No;162,1990831;91,64239996;High_spent_Medium_value_payments;638,097517;
0x19f49;CUS_0x4ee5;December;Erik Kirschbaumw;31;009-33-0735;Lawyer;75988,68;6419,39;0;3;9;4;Personal Loan, Auto Loan, Personal Loan, and Student Loan;14;3;4,26;1;Good;1241,25;37,65459258;33 Years and 8 Months;No;162,1990831;235,2688189;Low_spent_Medium_value_payments;524,471098;
0x19f52;CUS_0x3797;September;ini Lisaq;43;683-12-2435;Musician;46256,34;4048,695;7;5;30;6;Not Specified, Personal Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Personal Loan;16;16;17,92;9;Bad;4336,75;38,1718226;14 Years and 6 Months;Yes;133,9629711;;Low_spent_Small_value_payments;367,0750216;
0x19f53;CUS_0x3797;October;ini Lisaq;43;683-12-2435;Musician;46256,34;4048,695;7;5;30;6;Not Specified, Personal Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Personal Loan;16;14;17,92;12;Bad;4336,75;27,45634597;13 Years and 10 Months;Yes;133,9629711;537,7916721;Low_spent_Small_value_payments;23,11485679;
0x19f54;CUS_0x3797;November;ini Lisaq;43;683-12-2435;Musician;46256,34;4048,695;7;5;30;6;Not Specified, Personal Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Personal Loan;20;16;17,92;12;_;4336,75;33,89542249;13 Years and 10 Months;Yes;133,9629711;;High_spent_Large_value_payments;410,6376402;
0x19f55;CUS_0x3797;December;ini Lisaq;42;683-12-2435;Musician;46256,34;4048,695;7;5;30;6;Not Specified, Personal Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Personal Loan;15;16;17,92;9;Bad;4336,75;22,39684896;13 Years and 10 Months;Yes;133,9629711;499,3441276;Low_spent_Small_value_payments;61,56240122;
0x19f5e;CUS_0x7015;September;Tim Kellyf;40;795-31-5311;Musician;8057,43;561,4525;4;9;17;6;Mortgage Loan, Not Specified, Auto Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan;31;13;7,12;11;Standard;1452,74;29,74104007;19 Years and 5 Months;Yes;37,00205503;31,23181406;Low_spent_Large_value_payments;257,9113809;
0x19f5f;CUS_0x7015;October;Tim Kellyf;40;795-31-5311;Musician;8057,43;561,4525;4;9;17;6;Mortgage Loan, Not Specified, Auto Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan;29;13;13,12;11;Standard;1452,74;37,40502451;19 Years and 7 Months;Yes;37,00205503;36,4070612;Low_spent_Large_value_payments;252,7361338;
0x19f60;CUS_0x7015;November;Tim Kellyf;40;795-31-5311;Musician;8057,43;561,4525;4;9;17;6;Mortgage Loan, Not Specified, Auto Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan;27;13;13,12;15;Standard;1452,74;32,61099315;19 Years and 7 Months;Yes;37,00205503;11,83188169;High_spent_Medium_value_payments;257,3113133;
0x19f61;CUS_0x7015;December;Tim Kellyf;39;795-31-5311;Musician;8057,43;561,4525;4;9;17;6;Mortgage Loan, Not Specified, Auto Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan;27;13;13,12;11;Standard;1452,74;35,3173813;19 Years and 8 Months;Yes;37,00205503;22,66055028;High_spent_Small_value_payments;256,4826447;
0x19f6a;CUS_0x7443;September;Emmotte;20;120-25-8979;Musician;22815;2071,25;3;4;17;3;Not Specified, Home Equity Loan, and Home Equity Loan;11;12;11,18;7;Standard;182,75;32,90892597;18 Years and 3 Months;Yes;41,53331981;163,2442213;Low_spent_Small_value_payments;292,3474589;
0x19f6b;CUS_0x7443;October;Emmotte;20;120-25-8979;Musician;22815;2071,25;3;4;17;3;Not Specified, Home Equity Loan, and Home Equity Loan;11;11;11,18;7;Standard;182,75;30,3280224;18 Years and 4 Months;Yes;41,53331981;89,93487187;Low_spent_Small_value_payments;365,6568083;
0x19f6c;CUS_0x7443;November;Emmotte;4549;120-25-8979;Musician;22815;2071,25;3;4;17;3;Not Specified, Home Equity Loan, and Home Equity Loan;11;9;6,18;7;Standard;182,75;24,9840123;18 Years and 6 Months;Yes;41,53331981;78,25157302;High_spent_Small_value_payments;347,3401072;
0x19f6d;CUS_0x7443;December;Emmotte;19;120-25-8979;Musician;22815;2071,25;3;4;17;3;Not Specified, Home Equity Loan, and Home Equity Loan;11;9;11,18;3;Standard;182,75;33,71770308;18 Years and 6 Months;Yes;41,53331981;31,64910879;High_spent_Medium_value_payments;373,9425714;
0x19f76;CUS_0x76a9;September;Humeyra Pamuko;17;830-79-0818;Developer;61350,48;0;6;9;28;-100;Credit-Builder Loan, Auto Loan, Student Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Auto Loan;28;19;17,48;14;Bad;3965,41;31,37263331;6 Years and 10 Months;Yes;322,5293333;139,4582285;High_spent_Small_value_payments;287,8664382;
0x19f77;CUS_0x76a9;October;Humeyra Pamuko;17;830-79-0818;Developer;61350,48;4998,54;6;9;28;7;Credit-Builder Loan, Auto Loan, Student Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Auto Loan;31;19;17,48;14;Bad;3965,41;27,36371917;6 Years and 11 Months;Yes;322,5293333;342,1842218;High_spent_Small_value_payments;95,14044495;
0x19f78;CUS_0x76a9;November;Humeyra Pamuko;17;830-79-0818;Developer;61350,48;4998,54;6;9;28;7;Credit-Builder Loan, Auto Loan, Student Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Auto Loan;27;19;17,48;14;Bad;3965,41;32,05515489;7 Years and 0 Months;Yes;322,5293333;66,2505116;High_spent_Medium_value_payments;361,0741551;
0x19f79;CUS_0x76a9;December;Humeyra Pamuko;16;830-79-0818;Developer;61350,48;4998,54;6;9;28;7;Credit-Builder Loan, Auto Loan, Student Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Auto Loan;24;21;17,48;11;Bad;3965,41;39,74299292;7 Years and 1 Months;Yes;322,5293333;140,6490493;High_spent_Medium_value_payments;286,6756174;
0x19f82;CUS_0x2218;September;Dash;35;984-57-8939;Architect;34700,16;3075,68;7;6;30;5;Student Loan, Auto Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan;15;23;8,55;10;Bad;1900,43;32,33897983;9 Years and 6 Months;Yes;109,5029976;301,5003615;Low_spent_Small_value_payments;186,5646409;
0x19f83;CUS_0x2218;October;Dash;35;984-57-8939;Architect;34700,16;3075,68;7;6;30;5;Student Loan, Auto Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan;15;23;2,55;10;Bad;1900,43;34,52439899;9 Years and 8 Months;Yes;109,5029976;63,78115323;High_spent_Medium_value_payments;384,2838492;
0x19f84;CUS_0x2218;November;Dash;35;984-57-8939;Architect;34700,16;0;7;6;30;5;Student Loan, Auto Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan;17;23;8,55;14;Bad;1900,43;25,02790825;9 Years and 8 Months;Yes;109,5029976;115,1838045;High_spent_Medium_value_payments;332,8811979;
0x19f85;CUS_0x2218;December;Dash;34;984-57-8939;Architect;34700,16;622,0820833;7;6;30;5;Student Loan, Auto Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan;13;23;8,55;10;Bad;1900,43;36,11323114;9 Years and 9 Months;Yes;109,5029976;61,13444968;High_spent_Large_value_payments;376,9305527;
0x19f8e;CUS_0xa405;September;Bruce Nicholsn;24;456-97-3772;Journalist;7788,985;622,0820833;4;6;18;2;Auto Loan, and Home Equity Loan;25;11;10,82;7;Standard;1796,83;34,30758076;15 Years and 11 Months;Yes;10,98772588;50,75189204;Low_spent_Large_value_payments;270,4685904;
0x19f8f;CUS_0xa405;October;Bruce Nicholsn;24;456-97-3772;Journalist;7788,985;622,0820833;4;6;18;2;Auto Loan, and Home Equity Loan;30;12;10,82;7;Standard;1796,83;29,66992606;16 Years and 0 Months;Yes;10,98772588;10000;Low_spent_Small_value_payments;296,4961741;
0x19f90;CUS_0xa405;November;Bruce Nicholsn;24;456-97-3772;Journalist;7788,985;622,0820833;4;6;18;2;Auto Loan, and Home Equity Loan;30;13;16,82;7;Standard;1796,83;34,4667041;16 Years and 1 Months;Yes;10,98772588;45,72734168;Low_spent_Medium_value_payments;285,4931408;
0x19f91;CUS_0xa405;December;Bruce Nicholsn;23;456-97-3772;Journalist;7788,985;7547,093333;4;6;18;2;Auto Loan, and Home Equity Loan;30;13;10,82;5;Standard;1796,83;33,26868064;16 Years and 2 Months;Yes;10,98772588;57,0395745;Low_spent_Small_value_payments;284,180908;
0x19f9a;CUS_0x9ba5;September;Phil Wahbav;49;257-72-0519;Accountant;88165,12;7547,093333;5;4;3;2;Auto Loan, and Payday Loan;15;6;4,48;3;Good;67,9;38,37871047;21 Years and 1 Months;No;85,91595826;115,3411797;High_spent_Medium_value_payments;803,4521954;
0x19f9b;CUS_0x9ba5;October;Phil Wahbav;49;257-72-0519;Accountant;88165,12;7547,093333;5;4;3;2;Auto Loan, and Payday Loan;12;6;4,48;3;Good;67,9;34,99231056;21 Years and 2 Months;No;85,91595826;289,4957769;Low_spent_Medium_value_payments;659,2975982;
0x19f9c;CUS_0x9ba5;November;Phil Wahbav;49;257-72-0519;Accountant;88165,12;7547,093333;5;4;3;2;Auto Loan, and Payday Loan;15;4;4,48;3;Good;67,9;28,87101079;20 Years and 5 Months;No;85,91595826;10000;High_spent_Small_value_payments;738,4974927;
0x19f9d;CUS_0x9ba5;December;Phil Wahbav;48;257-72-0519;Accountant;88165,12;7547,093333;5;4;3;2;Auto Loan, and Payday Loan;15;3;4,48;1;Good;67,9;39,32699795;20 Years and 5 Months;No;85,91595826;84,54061659;High_spent_Large_value_payments;824,2527585;
0x19fa6;CUS_0x54d6;September;ewich Poornimaq;20;881-78-4378;Media_Manager;107591,79;8769,9825;5;4;5;4;Personal Loan, Personal Loan, Mortgage Loan, and Not Specified;9;7;6,84;2;Good;10,54;28,38595146;26 Years and 1 Months;No;263,093366;186,1316282;High_spent_Large_value_payments;667,7732557;
0x19fa7;CUS_0x54d6;October;ewich Poornimaq;20;881-78-4378;Media_Manager;107591,79;8769,9825;5;4;5;4;Personal Loan, Personal Loan, Mortgage Loan, and Not Specified;9;6;4,84;2;Good;10,54;35,92580379;26 Years and 2 Months;No;263,093366;200,5831557;High_spent_Large_value_payments;653,3217282;
0x19fa8;CUS_0x54d6;November;ewich Poornimaq;20;881-78-4378;Media_Manager;107591,79;8769,9825;5;4;5;4;Personal Loan, Personal Loan, Mortgage Loan, and Not Specified;9;7;6,84;7;Good;10,54;35,2412506;26 Years and 3 Months;No;263,093366;594,4856435;Low_spent_Large_value_payments;289,4192405;
0x19fa9;CUS_0x54d6;December;ewich Poornimaq;19;881-78-4378;Media_Manager;107591,79;8769,9825;5;4;5;4;Personal Loan, Personal Loan, Mortgage Loan, and Not Specified;12;7;6,84;2;Good;10,54;29,57866579;26 Years and 4 Months;No;263,093366;313,4462673;Low_spent_Medium_value_payments;580,4586166;
0x19fb2;CUS_0x13fa;September;Olivia Oranh;22;158-05-0970;Manager;32394,38;2631,531667;8;10;25;9;Student Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Personal Loan, and Student Loan;28;3862;8,41;13;Bad;1941,54;34,95392198;19 Years and 3 Months;Yes;143,0341988;115,0576005;Low_spent_Small_value_payments;295,0613673;
0x19fb3;CUS_0x13fa;October;Olivia Oranh;22;158-05-0970;Manager;32394,38;2631,531667;8;10;25;9;Student Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Personal Loan, and Student Loan;28;17;15,41;13;_;1941,54;36,39716009;19 Years and 6 Months;Yes;143,0341988;92,27996106;Low_spent_Small_value_payments;317,8390068;
0x19fb4;CUS_0x13fa;November;Olivia Oranh;22;158-05-0970;Manager;32394,38;2631,531667;8;10;25;9;Student Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Personal Loan, and Student Loan;24;238;8,41;13;Bad;1941,54;28,06760936;19 Years and 6 Months;Yes;143,0341988;73,62807616;Low_spent_Medium_value_payments;326,4908917;
0x19fb5;CUS_0x13fa;December;Olivia Oranh;21;158-05-0970;Manager;32394,38;2631,531667;8;10;25;9;Student Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Personal Loan, and Student Loan;28;17;5,41;12;Bad;1941,54;33,47733138;19 Years and 6 Months;Yes;143,0341988;54,31177472;High_spent_Large_value_payments;305,8071931;
0x19fbe;CUS_0xb2f6;September;Tetsushi Kajimotoz;23;187-25-6255;Scientist;67082,16;5622,18;8;8;18;6;Mortgage Loan, Payday Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan;33;20;4,96;11;Bad;1734,87;25,50943477;7 Years and 9 Months;Yes;252,2916581;;Low_spent_Small_value_payments;36,46117332;
0x19fbf;CUS_0xb2f6;October;Tetsushi Kajimotoz;23;187-25-6255;Scientist;67082,16;5622,18;8;8;18;6;Mortgage Loan, Payday Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan;35;20;4,96;11;Bad;1734,87;35,88304698;7 Years and 10 Months;Yes;252,2916581;267,8260255;Low_spent_Large_value_payments;312,1003164;
0x19fc0;CUS_0xb2f6;November;Tetsushi Kajimotoz;23;187-25-6255;Scientist;67082,16;5622,18;8;8;18;6;Mortgage Loan, Payday Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan;34;18;4,96;11;Bad;1734,87;21,23239953;8 Years and 0 Months;Yes;252,2916581;731,3410941;Low_spent_Small_value_payments;;
0x19fc1;CUS_0xb2f6;December;Tetsushi Kajimotoz;22;187-25-6255;Scientist;67082,16;5622,18;8;8;18;6;Mortgage Loan, Payday Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan;37;18;4,96;7;Bad;1734,87;28,12464239;8 Years and 0 Months;Yes;252,2916581;204,6118841;Low_spent_Medium_value_payments;385,3144578;
0x19fca;CUS_0x6998;September;Hamidq;29;199-62-5801;Accountant;68367,8;5147,070967;6;4;2;-100;;14;19;4,13;5;Good;359,85;38,30705623;27 Years and 3 Months;NM;18135;423,8415254;Low_spent_Large_value_payments;389,7901413;
0x19fcb;CUS_0x6998;October;Hamidq;29;199-62-5801;Accountant;68367,8;5147,070967;6;4;2;0;;14;18;7,13;5;Good;359,85;24,81786314;27 Years and 4 Months;No;289,2456995;397,7519576;Low_spent_Small_value_payments;435,8797091;
0x19fcc;CUS_0x6998;November;Hamidq;29;199-62-5801;Accountant;68367,8;5147,070967;6;4;2;0;;14;18;7,13;5;Good;359,85;34,31732528;27 Years and 5 Months;No;289,2456995;180,8195474;High_spent_Medium_value_payments;612,8121192;
0x19fcd;CUS_0x6998;December;Hamidq;28;199-62-5801;Accountant;68367,8;5436,316667;6;4;2;0;;15;18;7,13;4;Good;359,85;36,68929235;27 Years and 6 Months;No;289,2456995;130,6284397;Low_spent_Large_value_payments;683,003227;
